PLAYER_NAME,PLAYER_NORM,team_pp,def_league,season_avg,games,category,prop_norm,team_slate,TEAM,rank_on_team,leader_side,PLAYER_NAME_split,league,def_bucket,n_games,n,n_elite,n_weak,over_rate,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,def_boost_hist,overperform_vs_weak,fades_vs_elite,player
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,1,top,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,2,top,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,assists,assists,ABH,ABH,3,top,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,goals,goals,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,goals,goals,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,goals,goals,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali
Koshaim Al Karani,koshaim al karani,ABH,ksa.1,0.2,5,goals,goals,ABH,ABH,1,top,Koshaim Al Karani,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Koshaim Al Karani
Michy Batshuayi,michy batshuayi,ABH,ksa.1,0.2,5,goals,goals,ABH,ABH,2,top,Michy Batshuayi,ksa.1,unknown,2,2,0,0,0.0,-0.45,,,,,,,,,False,False,Michy Batshuayi
Nabil Fekir,nabil fekir,ABH,ksa.1,0.2,5,goals,goals,ABH,ABH,3,top,Nabil Fekir,ksa.1,unknown,2,2,0,0,0.5,0.5,,,,,,,,,False,False,Nabil Fekir
Donovan Léon,donovan leon,ABH,ksa.1,2.0,5,saves,saves,ABH,ABH,1,bottom,Donovan Léon,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Donovan Léon
Donovan Léon,donovan leon,ABH,ksa.1,2.0,5,saves,saves,ABH,ABH,1,top,Donovan Léon,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Donovan Léon
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,shots,shots,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,shots,shots,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,shots,shots,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali
Michy Batshuayi,michy batshuayi,ABH,ksa.1,2.0,5,shots,shots,ABH,ABH,1,top,Michy Batshuayi,ksa.1,unknown,3,3,0,0,0.0,-1.5238095238095237,,,,,,,,,False,False,Michy Batshuayi
Koshaim Al Karani,koshaim al karani,ABH,ksa.1,1.0,5,shots,shots,ABH,ABH,2,top,Koshaim Al Karani,ksa.1,unknown,2,2,0,0,0.0,-1.4583333333333335,,,,,,,,,False,False,Koshaim Al Karani
Nabil Fekir,nabil fekir,ABH,ksa.1,0.8,5,shots,shots,ABH,ABH,3,top,Nabil Fekir,ksa.1,unknown,4,4,0,0,0.5,-0.055555555555555525,,,,,,,,,False,False,Nabil Fekir
Abdulbasit Hindi,abdulbasit hindi,ABH,ksa.1,0.0,5,shots_on_target,shots_on_target,ABH,ABH,1,bottom,Abdulbasit Hindi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulbasit Hindi
Abdullah Al Fahad,abdullah al fahad,ABH,ksa.1,0.0,5,shots_on_target,shots_on_target,ABH,ABH,2,bottom,Abdullah Al Fahad,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Al Fahad
Basil Yousef Al-Sayyali,basil yousef al-sayyali,ABH,ksa.1,0.0,5,shots_on_target,shots_on_target,ABH,ABH,3,bottom,Basil Yousef Al-Sayyali,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Basil Yousef Al-Sayyali
Michy Batshuayi,michy batshuayi,ABH,ksa.1,0.8,5,shots_on_target,shots_on_target,ABH,ABH,1,top,Michy Batshuayi,ksa.1,unknown,3,3,0,0,0.3333333333333333,-0.49206349206349204,,,,,,,,,False,False,Michy Batshuayi
Koshaim Al Karani,koshaim al karani,ABH,ksa.1,0.4,5,shots_on_target,shots_on_target,ABH,ABH,2,top,Koshaim Al Karani,ksa.1,unknown,2,2,0,0,0.0,-0.5833333333333333,,,,,,,,,False,False,Koshaim Al Karani
Nabil Fekir,nabil fekir,ABH,ksa.1,0.4,5,shots_on_target,shots_on_target,ABH,ABH,3,top,Nabil Fekir,ksa.1,unknown,4,4,0,0,0.25,0.3368055555555556,,,,,,,,,False,False,Nabil Fekir
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,5,assists,assists,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,5,5,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,5,assists,assists,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,5,5,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,6.571428571428571,7,passes,passes,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.7142857142857143,5.124716553287982,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,6.571428571428571,7,passes,passes,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.7142857142857143,5.124716553287982,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,saves,saves,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,saves,saves,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.5714285714285714,7,shots,shots,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.7255102040816327,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.5714285714285714,7,shots,shots,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.7255102040816327,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.2857142857142857,7,shots_on_target,shots_on_target,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.28775510204081634,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.2857142857142857,7,shots_on_target,shots_on_target,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.2857142857142857,0.28775510204081634,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,tackles,tackles,ABHA,ABHA,1,bottom,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed
Kamil Boumedmed,kamil boumedmed,ABHA,First Division League,0.0,7,tackles,tackles,ABHA,ABHA,1,top,Kamil Boumedmed,Saudi Pro League,unknown,7,7,0,0,0.0,0.0,,,,,,,,,False,False,Kamil Boumedmed
Abdullah Radif,abdullah radif,AHL,ksa.1,0.0,5,assists,assists,AHL,AHL,1,bottom,Abdullah Radif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Radif
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,assists,assists,AHL,AHL,2,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi
Ivan Toney,ivan toney,AHL,ksa.1,0.0,5,assists,assists,AHL,AHL,3,bottom,Ivan Toney,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Ivan Toney
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.4,5,assists,assists,AHL,AHL,1,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.0,-0.5833333333333333,,,,,,,,,False,False,Eduard Spertsyan
Francisco Trincão,francisco trincao,AHL,ksa.1,0.4,5,assists,assists,AHL,AHL,2,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.5,0.20833333333333334,,,,,,,,,False,False,Francisco Trincão
Saad Balobaid,saad balobaid,AHL,ksa.1,0.4,5,assists,assists,AHL,AHL,3,top,Saad Balobaid,ksa.1,unknown,2,2,0,0,0.5,0.75,,,,,,,,,False,False,Saad Balobaid
Abdullah Radif,abdullah radif,AHL,ksa.1,0.0,5,goals,goals,AHL,AHL,1,bottom,Abdullah Radif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Radif
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,goals,goals,AHL,AHL,2,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi
Feras Al-Brikan,feras al-brikan,AHL,ksa.1,0.0,5,goals,goals,AHL,AHL,3,bottom,Feras Al-Brikan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Feras Al-Brikan
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,goals,goals,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,1.0,0.5833333333333334,,,,,,,,,False,False,Ivan Toney
Francisco Trincão,francisco trincao,AHL,ksa.1,0.4,5,goals,goals,AHL,AHL,2,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.5,0.08333333333333337,,,,,,,,,False,False,Francisco Trincão
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.2,5,goals,goals,AHL,AHL,3,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.5,0.375,,,,,,,,,False,False,Eduard Spertsyan
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,saves,saves,AHL,AHL,1,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi
Édouard Mendy,edouard mendy,AHL,ksa.1,2.0,5,saves,saves,AHL,AHL,2,bottom,Édouard Mendy,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Édouard Mendy
Édouard Mendy,edouard mendy,AHL,ksa.1,2.0,5,saves,saves,AHL,AHL,1,top,Édouard Mendy,ksa.1,unknown,2,2,0,0,0.5,0.25,,,,,,,,,False,False,Édouard Mendy
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,saves,saves,AHL,AHL,2,top,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,shots,shots,AHL,AHL,1,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi
Feras Al-Brikan,feras al-brikan,AHL,ksa.1,0.0,5,shots,shots,AHL,AHL,2,bottom,Feras Al-Brikan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Feras Al-Brikan
Naif Masoud,naif masoud,AHL,ksa.1,0.0,5,shots,shots,AHL,AHL,3,bottom,Naif Masoud,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Naif Masoud
Ivan Toney,ivan toney,AHL,ksa.1,2.6,5,shots,shots,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,-1.4166666666666667,,,,,,,,,False,False,Ivan Toney
Francisco Trincão,francisco trincao,AHL,ksa.1,1.4,5,shots,shots,AHL,AHL,2,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.0,-2.041666666666667,,,,,,,,,False,False,Francisco Trincão
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,1.2,5,shots,shots,AHL,AHL,3,top,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.5,-0.16666666666666663,,,,,,,,,False,False,Eduard Spertsyan
Abdulrahman Al-Sanbi,abdulrahman al-sanbi,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,1,bottom,Abdulrahman Al-Sanbi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al-Sanbi
Eduard Spertsyan,eduard spertsyan,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,2,bottom,Eduard Spertsyan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Eduard Spertsyan
Feras Al-Brikan,feras al-brikan,AHL,ksa.1,0.0,5,shots_on_target,shots_on_target,AHL,AHL,3,bottom,Feras Al-Brikan,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Feras Al-Brikan
Ivan Toney,ivan toney,AHL,ksa.1,1.6,5,shots_on_target,shots_on_target,AHL,AHL,1,top,Ivan Toney,ksa.1,unknown,2,2,0,0,0.5,0.04166666666666663,,,,,,,,,False,False,Ivan Toney
Abdullah Radif,abdullah radif,AHL,ksa.1,0.2,5,shots_on_target,shots_on_target,AHL,AHL,2,top,Abdullah Radif,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Abdullah Radif
Francisco Trincão,francisco trincao,AHL,ksa.1,0.2,5,shots_on_target,shots_on_target,AHL,AHL,3,top,Francisco Trincão,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Francisco Trincão
Abdoulaye Seck,abdoulaye seck,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,1,bottom,Abdoulaye Seck,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdoulaye Seck
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,2,bottom,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt
Abdulrahman Al Sharif,abdulrahman al sharif,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,3,bottom,Abdulrahman Al Sharif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al Sharif
Alexandre Mendy,alexandre mendy,ALF,ksa.1,0.2,5,assists,assists,ALF,ALF,1,top,Alexandre Mendy,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Alexandre Mendy
Andrei Girotto,andrei girotto,ALF,ksa.1,0.2,5,assists,assists,ALF,ALF,2,top,Andrei Girotto,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Andrei Girotto
Abdoulaye Seck,abdoulaye seck,ALF,ksa.1,0.0,5,assists,assists,ALF,ALF,3,top,Abdoulaye Seck,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdoulaye Seck
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,1,bottom,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt
Abdulrahman Al Sharif,abdulrahman al sharif,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,2,bottom,Abdulrahman Al Sharif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al Sharif
Alexandre Mendy,alexandre mendy,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,3,bottom,Alexandre Mendy,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Alexandre Mendy
Abdoulaye Seck,abdoulaye seck,ALF,ksa.1,0.2,5,goals,goals,ALF,ALF,1,top,Abdoulaye Seck,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Abdoulaye Seck
Christian Bassogog,christian bassogog,ALF,ksa.1,0.2,5,goals,goals,ALF,ALF,2,top,Christian Bassogog,ksa.1,unknown,2,2,0,0,0.0,-0.29166666666666663,,,,,,,,,False,False,Christian Bassogog
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,goals,goals,ALF,ALF,3,top,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt
Mohammed Al-Hasawi,mohammed al-hasawi,ALF,ksa.1,0.0,5,saves,saves,ALF,ALF,1,bottom,Mohammed Al-Hasawi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Mohammed Al-Hasawi
Fernando Pacheco,fernando pacheco,ALF,ksa.1,4.4,5,saves,saves,ALF,ALF,2,bottom,Fernando Pacheco,ksa.1,unknown,2,2,0,0,0.5,-0.4583333333333335,,,,,,,,,False,False,Fernando Pacheco
Fernando Pacheco,fernando pacheco,ALF,ksa.1,4.4,5,saves,saves,ALF,ALF,1,top,Fernando Pacheco,ksa.1,unknown,2,2,0,0,0.5,-0.4583333333333335,,,,,,,,,False,False,Fernando Pacheco
Mohammed Al-Hasawi,mohammed al-hasawi,ALF,ksa.1,0.0,5,saves,saves,ALF,ALF,2,top,Mohammed Al-Hasawi,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Mohammed Al-Hasawi
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,shots,shots,ALF,ALF,1,bottom,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt
Abdulrahman Al Sharif,abdulrahman al sharif,ALF,ksa.1,0.0,5,shots,shots,ALF,ALF,2,bottom,Abdulrahman Al Sharif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al Sharif
Fernando Pacheco,fernando pacheco,ALF,ksa.1,0.0,5,shots,shots,ALF,ALF,3,bottom,Fernando Pacheco,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Fernando Pacheco
Alexandre Mendy,alexandre mendy,ALF,ksa.1,1.6,5,shots,shots,ALF,ALF,1,top,Alexandre Mendy,ksa.1,unknown,2,2,0,0,0.0,-0.875,,,,,,,,,False,False,Alexandre Mendy
Christian Bassogog,christian bassogog,ALF,ksa.1,1.2,5,shots,shots,ALF,ALF,2,top,Christian Bassogog,ksa.1,unknown,2,2,0,0,0.5,0.5,,,,,,,,,False,False,Christian Bassogog
Andrei Girotto,andrei girotto,ALF,ksa.1,0.8,5,shots,shots,ALF,ALF,3,top,Andrei Girotto,ksa.1,unknown,2,2,0,0,0.0,-0.5,,,,,,,,,False,False,Andrei Girotto
Abdullah Subayt,abdullah subayt,ALF,ksa.1,0.0,5,shots_on_target,shots_on_target,ALF,ALF,1,bottom,Abdullah Subayt,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdullah Subayt
Abdulrahman Al Sharif,abdulrahman al sharif,ALF,ksa.1,0.0,5,shots_on_target,shots_on_target,ALF,ALF,2,bottom,Abdulrahman Al Sharif,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Abdulrahman Al Sharif
Ayman Fallatah,ayman fallatah,ALF,ksa.1,0.0,5,shots_on_target,shots_on_target,ALF,ALF,3,bottom,Ayman Fallatah,ksa.1,unknown,2,2,0,0,0.0,0.0,,,,,,,,,False,False,Ayman Fallatah
Alexandre Mendy,alexandre mendy,ALF,ksa.1,0.6,5,shots_on_target,shots_on_target,ALF,ALF,1,top,Alexandre Mendy,ksa.1,unknown,2,2,0,0,0.5,-0.20833333333333331,,,,,,,,,False,False,Alexandre Mendy
Abdoulaye Seck,abdoulaye seck,ALF,ksa.1,0.4,5,shots_on_target,shots_on_target,ALF,ALF,2,top,Abdoulaye Seck,ksa.1,unknown,2,2,0,0,0.0,-0.5833333333333333,,,,,,,,,False,False,Abdoulaye Seck
Christian Bassogog,christian bassogog,ALF,ksa.1,0.4,5,shots_on_target,shots_on_target,ALF,ALF,3,top,Christian Bassogog,ksa.1,unknown,2,2,0,0,0.5,0.20833333333333334,,,,,,,,,False,False,Christian Bassogog
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,0.0,5,assists,assists,ATALANTA,ATALANTA,1,bottom,Marco Carnesecchi,Serie A,mid,5,5,0,0,0.0,0.0,,,0.0,,,,,,False,False,Marco Carnesecchi
Nikola Krstovic,nikola krstovic,ATALANTA,Serie A,0.0,5,assists,assists,ATALANTA,ATALANTA,2,bottom,Nikola Krstovic,Serie A,mid,5,5,0,0,0.0,0.0,,,0.0,,,,,,False,False,Nikola Krstovic
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,0.0,5,assists,assists,ATALANTA,ATALANTA,1,top,Marco Carnesecchi,Serie A,mid,5,5,0,0,0.0,0.0,,,0.0,,,,,,False,False,Marco Carnesecchi
Nikola Krstovic,nikola krstovic,ATALANTA,Serie A,0.0,5,assists,assists,ATALANTA,ATALANTA,2,top,Nikola Krstovic,Serie A,mid,5,5,0,0,0.0,0.0,,,0.0,,,,,,False,False,Nikola Krstovic
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,4.833333333333333,6,saves,saves,ATALANTA,ATALANTA,1,bottom,Marco Carnesecchi,Serie A,mid,6,6,0,0,0.5,2.335515873015873,,,2.922619047619048,0.5910730587984075,,,,,False,False,Marco Carnesecchi
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,4.833333333333333,6,saves,saves,ATALANTA,ATALANTA,1,top,Marco Carnesecchi,Serie A,mid,6,6,0,0,0.5,2.335515873015873,,,2.922619047619048,0.5910730587984075,,,,,False,False,Marco Carnesecchi
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,0.0,6,shots,shots,ATALANTA,ATALANTA,1,bottom,Marco Carnesecchi,Serie A,mid,6,6,0,0,0.0,0.0,,,0.0,,,,,,False,False,Marco Carnesecchi
Nikola Krstovic,nikola krstovic,ATALANTA,Serie A,1.1666666666666667,6,shots,shots,ATALANTA,ATALANTA,2,bottom,Nikola Krstovic,Serie A,mid,6,6,0,0,0.3333333333333333,-0.4192460317460318,,,-0.4630952380952381,0.9298722641811591,,,,,False,False,Nikola Krstovic
Nikola Krstovic,nikola krstovic,ATALANTA,Serie A,1.1666666666666667,6,shots,shots,ATALANTA,ATALANTA,1,top,Nikola Krstovic,Serie A,mid,6,6,0,0,0.3333333333333333,-0.4192460317460318,,,-0.4630952380952381,0.9298722641811591,,,,,False,False,Nikola Krstovic
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,0.0,6,shots,shots,ATALANTA,ATALANTA,2,top,Marco Carnesecchi,Serie A,mid,6,6,0,0,0.0,0.0,,,0.0,,,,,,False,False,Marco Carnesecchi
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,0.0,6,shots_on_target,shots_on_target,ATALANTA,ATALANTA,1,bottom,Marco Carnesecchi,Serie A,mid,6,6,0,0,0.0,0.0,,,0.0,,,,,,False,False,Marco Carnesecchi
Nikola Krstovic,nikola krstovic,ATALANTA,Serie A,0.6666666666666666,6,shots_on_target,shots_on_target,ATALANTA,ATALANTA,2,bottom,Nikola Krstovic,Serie A,mid,6,6,0,0,0.3333333333333333,-0.24563492063492065,,,-0.05476190476190472,0.9913640410798992,,,,,False,False,Nikola Krstovic
Nikola Krstovic,nikola krstovic,ATALANTA,Serie A,0.6666666666666666,6,shots_on_target,shots_on_target,ATALANTA,ATALANTA,1,top,Nikola Krstovic,Serie A,mid,6,6,0,0,0.3333333333333333,-0.24563492063492065,,,-0.05476190476190472,0.9913640410798992,,,,,False,False,Nikola Krstovic
Marco Carnesecchi,marco carnesecchi,ATALANTA,Serie A,0.0,6,shots_on_target,shots_on_target,ATALANTA,ATALANTA,2,top,Marco Carnesecchi,Serie A,mid,6,6,0,0,0.0,0.0,,,0.0,,,,,,False,False,Marco Carnesecchi
Adrian Gill,adrian gill,ATLANTA UNITED,MLS,0.0,5,assists,assists,ATLANTA UNITED,ATLANTA UNITED,1,bottom,Adrian Gill,MLS,weak,2,2,0,2,0.0,0.0,,0.0,,,0.0,,,,False,False,Adrian Gill
Enea Mihaj,enea mihaj,ATLANTA UNITED,MLS,0.0,5,assists,assists,ATLANTA UNITED,ATLANTA UNITED,2,bottom,Enea Mihaj,MLS,weak,2,2,0,2,0.0,0.0,,0.0,,,0.0,,,,False,False,Enea Mihaj
Fafà Picault,fafa picault,ATLANTA UNITED,MLS,0.0,5,assists,assists,ATLANTA UNITED,ATLANTA UNITED,3,bottom,Fafà Picault,MLS,weak,2,2,0,2,0.0,0.0,,0.0,,,0.0,,,,False,False,Fafà Picault
Alexey Miranchuk,alexey miranchuk,ATLANTA UNITED,MLS,0.2,5,assists,assists,ATLANTA UNITED,ATLANTA UNITED,1,top,Alexey Miranchuk,MLS,weak,2,2,0,2,0.0,-0.29166666666666663,,-0.29166666666666663,,,0.0,,,,False,False,Alexey Miranchuk
